entity_id,canonical_name,normalized_name,entity_type
E_000528,chronic leukaemia,chronic leukaemia,DISEASE
E_000529,chronic malaria,chronic malaria,DISEASE
E_000530,chronic renal disease,chronic renal disease,DISEASE
E_000531,chronic renal failure,chronic renal failure,DISEASE
E_000532,communicable diseases,communicable diseases,DISEASE
E_000533,Cryptosporidiosis,cryptosporidiosis,DISEASE
E_000534,cutaneous leishmaniasis,cutaneous leishmaniasis,DISEASE
E_000535,cyst,cyst,DISEASE
E_000536,cystinuria,cystinuria,DISEASE
E_000537,cystitis,cystitis,DISEASE
E_000538,cysts,cysts,DISEASE
E_000539,dehydration,dehydration,DISEASE
E_000540,depression,depression,DISEASE
E_000541,diabetes,diabetes,DISEASE
E_000542,diabetes mellitus,diabetes mellitus,DISEASE
E_000543,diarrhoea,diarrhoea,DISEASE
E_000544,diarrhoeal diseases,diarrhoeal diseases,DISEASE
E_000545,diphtheria,diphtheria,DISEASE
E_000546,disease,disease,DISEASE
E_000547,diseases of the endocrine system,diseases of the endocrine system,DISEASE
E_000548,dysentery,dysentery,DISEASE
E_000549,elephantiasis,elephantiasis,DISEASE
E_000550,encephalopathy,encephalopathy,DISEASE
E_000551,eosinophilia,eosinophilia,DISEASE
E_000552,falciparum,falciparum,DISEASE
E_000553,falciparum malaria,falciparum malaria,DISEASE
E_000554,fat,fat,DISEASE
E_000555,fever,fever,DISEASE
E_000556,filariasis,filariasis,DISEASE
E_000557,folic acid deficiency,folic acid deficiency,DISEASE
E_000558,functional proteinuria,functional proteinuria,DISEASE
E_000559,generalized oedema,generalized oedema,DISEASE
E_000560,genital warts,genital warts,DISEASE
E_000561,glandular fever,glandular fever,DISEASE
E_000562,gonococcal infection,gonococcal infection,DISEASE
E_000563,gonorrhoea,gonorrhoea,DISEASE
E_000564,Haematology,haematology,DISEASE
E_000565,haematoma,haematoma,DISEASE
E_000566,haemoglobin H disease,haemoglobin h disease,DISEASE
E_000567,haemoglobinopathy,haemoglobinopathy,DISEASE
E_000568,haemolytic anaemias,haemolytic anaemias,DISEASE
E_000569,Haemophilia,haemophilia,DISEASE
E_000570,haemorrhage,haemorrhage,DISEASE
E_000571,haemorrhagic disease,haemorrhagic disease,DISEASE
E_000572,Hansen disease,hansen disease,DISEASE
E_000573,Heavy infection,heavy infection,DISEASE
E_000574,Helminth infections,helminth infections,DISEASE
E_000575,hepatitis,hepatitis,DISEASE
E_000576,Hepatitis A,hepatitis a,DISEASE
E_000577,Hepatitis B and C viruses,hepatitis b and c viruses,DISEASE
E_000578,hepatitis B infection,hepatitis b infection,DISEASE
E_000579,hepatitis B surface antigen,hepatitis b surface antigen,DISEASE
E_000580,hepatitis B virus,hepatitis b virus,DISEASE
E_000581,hepatitisof,hepatitisof,DISEASE
E_000582,hereditary disease,hereditary disease,DISEASE
E_000583,hereditary elliptocytosis,hereditary elliptocytosis,DISEASE
E_000584,hereditary spherocytosis,hereditary spherocytosis,DISEASE
E_000585,HIV,hiv,DISEASE
E_000586,hookworm,hookworm,DISEASE
E_000587,human immunodeficiency virus,human immunodeficiency virus,DISEASE
E_000588,hydatid cysts,hydatid cysts,DISEASE
E_000589,Hydatid disease,hydatid disease,DISEASE
E_000590,hypochromic anaemia,hypochromic anaemia,DISEASE
E_000591,immune diseases,immune diseases,DISEASE
E_000592,immunological disorders,immunological disorders,DISEASE
E_000593,inborn errors of metabolism,inborn errors of metabolism,DISEASE
E_000594,infection,infection,DISEASE
E_000595,infections,infections,DISEASE
E_000596,infectious diseases,infectious diseases,DISEASE
E_000597,infectious mononucleosis,infectious mononucleosis,DISEASE
E_000598,infertility,infertility,DISEASE
E_000599,inflammation,inflammation,DISEASE
E_000600,influenza infection,influenza infection,DISEASE
E_000601,intoxication,intoxication,DISEASE
E_000602,iron deficiency,iron deficiency,DISEASE
E_000603,iron-deficiency anaemia,iron-deficiency anaemia,DISEASE
E_000604,itchy dermatitis,itchy dermatitis,DISEASE
E_000605,kala-azar,kala-azar,DISEASE
E_000606,kidney infection,kidney infection,DISEASE
E_000607,lead poisoning,lead poisoning,DISEASE
E_000608,leishmaniasis,leishmaniasis,DISEASE
E_000609,Leprosy,leprosy,DISEASE
E_000610,leukaemia,leukaemia,DISEASE
E_000611,leukaemias,leukaemias,DISEASE
E_000612,leukocytosis,leukocytosis,DISEASE
E_000613,leukopenia,leukopenia,DISEASE
E_000614,Light infection,light infection,DISEASE
E_000615,limescale,limescale,DISEASE
E_000616,liver diseases,liver diseases,DISEASE
E_000617,lupus erythematosus,lupus erythematosus,DISEASE
E_000618,lymphadenopathy,lymphadenopathy,DISEASE
E_000619,lymphadenopathy and lymphangitis,lymphadenopathy and lymphangitis,DISEASE
E_000620,lymphatic filariasis,lymphatic filariasis,DISEASE
E_000621,Lymphocytosis,lymphocytosis,DISEASE
E_000622,macrocytic anaemia,macrocytic anaemia,DISEASE
E_000623,macrocytic anaemias,macrocytic anaemias,DISEASE
E_000624,malaria,malaria,DISEASE
E_000625,malariae,malariae,DISEASE
E_000626,malnutrition,malnutrition,DISEASE
E_000627,mansoni,mansoni,DISEASE
E_000628,Many diseases,many diseases,DISEASE
E_000629,measles,measles,DISEASE
E_000630,megaloblastic anaemia,megaloblastic anaemia,DISEASE
E_000631,meningitis,meningitis,DISEASE
E_000632,meningococcal,meningococcal,DISEASE
E_000633,meningococci,meningococci,DISEASE
E_000634,microalbuminuria,microalbuminuria,DISEASE
E_000635,microfilaria,microfilaria,DISEASE
E_000636,microproteinuria,microproteinuria,DISEASE
E_000637,mixed infections,mixed infections,DISEASE
E_000638,Monocytosis,monocytosis,DISEASE
E_000639,motile microfilariae,motile microfilariae,DISEASE
E_000640,mouth ulcers,mouth ulcers,DISEASE
E_000641,mucocutaneous leishmaniasis,mucocutaneous leishmaniasis,DISEASE
E_000642,multibacillary leprosy,multibacillary leprosy,DISEASE
E_000643,multiple myeloma,multiple myeloma,DISEASE
E_000644,muscular fatigue,muscular fatigue,DISEASE
E_000645,Mycetoma,mycetoma,DISEASE
E_000646,mycobacteria,mycobacteria,DISEASE
E_000647,Mycobacterium tuberculosis,mycobacterium tuberculosis,DISEASE
E_000648,myelofibrosis,myelofibrosis,DISEASE
E_000649,myocardial infarctions,myocardial infarctions,DISEASE
E_000650,myocarditis,myocarditis,DISEASE
E_000651,nephritis,nephritis,DISEASE
E_000652,nephrotic syndrome,nephrotic syndrome,DISEASE
E_000653,Neutropenia,neutropenia,DISEASE
E_000654,Neutrophilia,neutrophilia,DISEASE
E_000655,notifiable diseases,notifiable diseases,DISEASE
E_000656,obstructive jaundice,obstructive jaundice,DISEASE
E_000657,old haemorrhage,old haemorrhage,DISEASE
E_000658,orthostatic proteinuria,orthostatic proteinuria,DISEASE
E_000659,parasitaemia,parasitaemia,DISEASE
E_000660,parasitic infection,parasitic infection,DISEASE
E_000661,parasitic infections,parasitic infections,DISEASE
E_000662,paucibacillary leprosy,paucibacillary leprosy,DISEASE
E_000663,pernicious anaemia,pernicious anaemia,DISEASE
E_000664,pinworm,pinworm,DISEASE
E_000665,Pinworms,pinworms,DISEASE
E_000666,pityriasis,pityriasis,DISEASE
E_000667,pityriasis versicolor,pityriasis versicolor,DISEASE
E_000668,pneumococcal,pneumococcal,DISEASE
E_000669,poisoning,poisoning,DISEASE
E_000670,polycythaemia,polycythaemia,DISEASE
E_000671,polyps,polyps,DISEASE
E_000672,Primary infections,primary infections,DISEASE
E_000673,pruritus,pruritus,DISEASE
E_000674,purulent meningitis,purulent meningitis,DISEASE
E_000675,pus,pus,DISEASE
E_000676,pyelonephritis,pyelonephritis,DISEASE
E_000677,rash,rash,DISEASE
E_000678,renal disease,renal disease,DISEASE
E_000679,rheumatic fever,rheumatic fever,DISEASE
E_000680,rhodesiense,rhodesiense,DISEASE
E_000681,Ringworm,ringworm,DISEASE
E_000682,salmonella,salmonella,DISEASE
E_000683,salmonellae,salmonellae,DISEASE
E_000684,schistosomiasis,schistosomiasis,DISEASE
E_000685,Secondary or tertiary syphilis,secondary or tertiary syphilis,DISEASE
E_000686,sepsis,sepsis,DISEASE
E_000687,severe anaemia,severe anaemia,DISEASE
E_000688,severe anaemias,severe anaemias,DISEASE
E_000689,severe bacterial infections,severe bacterial infections,DISEASE
E_000690,severe infections,severe infections,DISEASE
E_000691,severe jaundice,severe jaundice,DISEASE
E_000692,severe kidney disease,severe kidney disease,DISEASE
E_000693,severe malaria,severe malaria,DISEASE
E_000694,sexually transmitted disease,sexually transmitted disease,DISEASE
E_000695,shock,shock,DISEASE
E_000696,sickle cell anaemia,sickle cell anaemia,DISEASE
E_000697,sickle-cell anaemia,sickle-cell anaemia,DISEASE
E_000698,sickle-cell disease,sickle-cell disease,DISEASE
E_000699,sickle-cell thalassaemia,sickle-cell thalassaemia,DISEASE
E_000700,sickle-cell trait,sickle-cell trait,DISEASE
E_000701,sickling,sickling,DISEASE
E_000702,sideroblastic anaemia,sideroblastic anaemia,DISEASE
E_000703,skin rash,skin rash,DISEASE
E_000704,sleeping sickness,sleeping sickness,DISEASE
E_000705,strongyloidiasis,strongyloidiasis,DISEASE
E_000706,subarachnoid haemorrhage,subarachnoid haemorrhage,DISEASE
E_000707,subperiodic strains,subperiodic strains,DISEASE
E_000708,syphilis,syphilis,DISEASE
E_000709,syphilitic chancre,syphilitic chancre,DISEASE
E_000710,systemic disorders,systemic disorders,DISEASE
E_000711,thalassaemias,thalassaemias,DISEASE
E_000712,The disease,the disease,DISEASE
E_000713,The infection,the infection,DISEASE
E_000714,threadworm,threadworm,DISEASE
E_000715,threadworms,threadworms,DISEASE
E_000716,tinea,tinea,DISEASE
E_000717,Tinea infection,tinea infection,DISEASE
E_000718,Toxic granulation,toxic granulation,DISEASE
E_000719,trauma,trauma,DISEASE
E_000720,treponemal infection,treponemal infection,DISEASE
E_000721,trichomoniasis,trichomoniasis,DISEASE
E_000722,trypanosomiasis,trypanosomiasis,DISEASE
E_000723,tuberculosis,tuberculosis,DISEASE
E_000724,Tuberculous and viral meningitis,tuberculous and viral meningitis,DISEASE
E_000725,tuberculous meningitis,tuberculous meningitis,DISEASE
E_000726,tumours,tumours,DISEASE
E_000727,type D,type d,DISEASE
E_000728,typhoid,typhoid,DISEASE
E_000729,typhoid fever,typhoid fever,DISEASE
E_000730,ulcer,ulcer,DISEASE
E_000731,urethritis,urethritis,DISEASE
E_000732,urinary infections,urinary infections,DISEASE
E_000733,urinary schistosomiasis,urinary schistosomiasis,DISEASE
E_000734,urinary tract infections,urinary tract infections,DISEASE
E_000735,urticaria,urticaria,DISEASE
E_000736,vaginal tract infections,vaginal tract infections,DISEASE
E_000737,Venereal Disease,venereal disease,DISEASE
E_000738,viral infections,viral infections,DISEASE
E_000739,viral influenza infection,viral influenza infection,DISEASE
E_000740,virus infections,virus infections,DISEASE
E_000741,visceral leishmaniasis,visceral leishmaniasis,DISEASE
E_000742,vitamin B12 deficiency,vitamin b12 deficiency,DISEASE
E_000743,vitamin B6 deficiency,vitamin b6 deficiency,DISEASE
E_000744,vitamin deficiency,vitamin deficiency,DISEASE
E_000745,vivax,vivax,DISEASE
E_000746,Waldenström macroglobulinaemia,waldenström macroglobulinaemia,DISEASE
E_000747,whooping cough,whooping cough,DISEASE
E_000748,Yaws,yaws,DISEASE
E_000749,1-kg weight,1-kg weight,EQUIPMENT
E_000750,10-ml pipette,10-ml pipette,EQUIPMENT
E_000751,10-ml tubes,10-ml tubes,EQUIPMENT
E_000752,100-ml stoppered flask,100-ml stoppered flask,EQUIPMENT
E_000753,100-ml volumetric flask,100-ml volumetric flask,EQUIPMENT
E_000754,100-ml volumetric flasks,100-ml volumetric flasks,EQUIPMENT
E_000755,1000-ml bottle,1000-ml bottle,EQUIPMENT
E_000756,1000-ml flask,1000-ml flask,EQUIPMENT
E_000757,1000-ml glass-stoppered bottle,1000-ml glass-stoppered bottle,EQUIPMENT
E_000758,1000-ml volumetric flask,1000-ml volumetric flask,EQUIPMENT
E_000759,110–220V transformer,110–220v transformer,EQUIPMENT
E_000760,125-ml flask,125-ml flask,EQUIPMENT
E_000761,1500g,1500g,EQUIPMENT
E_000762,2-ml blood pipette,2-ml blood pipette,EQUIPMENT
E_000763,200-ml volumetric flask,200-ml volumetric flask,EQUIPMENT
E_000764,2000g,2000g,EQUIPMENT
E_000765,22mm ¥ 40mm coverslip,22mm ¥ 40mm coverslip,EQUIPMENT
E_000766,2ml blood pipette,2ml blood pipette,EQUIPMENT
E_000767,30-ml bottles,30-ml bottles,EQUIPMENT
E_000768,30-ml flat bottles,30-ml flat bottles,EQUIPMENT
E_000769,3000g,3000g,EQUIPMENT
E_000770,40-ml bottle,40-ml bottle,EQUIPMENT
E_000771,5 Equipment,5 equipment,EQUIPMENT
E_000772,5-ml bottle,5-ml bottle,EQUIPMENT
E_000773,5-ml bottles,5-ml bottles,EQUIPMENT
E_000774,5-mm bore,5-mm bore,EQUIPMENT
E_000775,500-ml flask,500-ml flask,EQUIPMENT
E_000776,5000g,5000g,EQUIPMENT
E_000777,A calibrated pipette,a calibrated pipette,EQUIPMENT
E_000778,A water distributor,a water distributor,EQUIPMENT
E_000779,absorbent paper,absorbent paper,EQUIPMENT
E_000780,accurate balance,accurate balance,EQUIPMENT
E_000781,adhesive mouth,adhesive mouth,EQUIPMENT
E_000782,AHD standard,ahd standard,EQUIPMENT
E_000783,air outlet valve,air outlet valve,EQUIPMENT
E_000784,airtight plastic cover,airtight plastic cover,EQUIPMENT
E_000785,albumin standard,albumin standard,EQUIPMENT
E_000786,alembics,alembics,EQUIPMENT
E_000787,aluminium tube,aluminium tube,EQUIPMENT
E_000788,amber glass bottle,amber glass bottle,EQUIPMENT
E_000789,An old metal drum,an old metal drum,EQUIPMENT
E_000790,analytical balance,analytical balance,EQUIPMENT
E_000791,applicator,applicator,EQUIPMENT
E_000792,applicator or wire loop,applicator or wire loop,EQUIPMENT
E_000793,applicator stick,applicator stick,EQUIPMENT
E_000794,appropriate agarose gels,appropriate agarose gels,EQUIPMENT
E_000795,appropriate tools,appropriate tools,EQUIPMENT
E_000796,appropriate tube,appropriate tube,EQUIPMENT
E_000797,AS1 and AS2,as1 and as2,EQUIPMENT
E_000798,aspirates,aspirates,EQUIPMENT
E_000799,autoclave,autoclave,EQUIPMENT
E_000800,autoclave1,autoclave1,EQUIPMENT
E_000801,Autoclaves,autoclaves,EQUIPMENT
E_000802,automated washer,automated washer,EQUIPMENT
E_000803,bacterial cultures,bacterial cultures,EQUIPMENT
E_000804,Bacteriological culture media,bacteriological culture media,EQUIPMENT
E_000805,bacteriological loops,bacteriological loops,EQUIPMENT
E_000806,balance,balance,EQUIPMENT
E_000807,Balances,balances,EQUIPMENT
E_000808,barrel,barrel,EQUIPMENT
E_000809,basket,basket,EQUIPMENT
E_000810,basket of sterile equipment,basket of sterile equipment,EQUIPMENT
E_000811,baskets,baskets,EQUIPMENT
E_000812,batteries,batteries,EQUIPMENT
E_000813,Battery-operated centrifuges,battery-operated centrifuges,EQUIPMENT
E_000814,beads,beads,EQUIPMENT
E_000815,beaker,beaker,EQUIPMENT
E_000816,Beaker or can,beaker or can,EQUIPMENT
E_000817,beakers,beakers,EQUIPMENT
E_000818,bench,bench,EQUIPMENT
E_000819,benches,benches,EQUIPMENT
E_000820,bijou bottles,bijou bottles,EQUIPMENT
E_000821,binocular microscope,binocular microscope,EQUIPMENT
E_000822,Binocular microscopes,binocular microscopes,EQUIPMENT
E_000823,Black cardboard,black cardboard,EQUIPMENT
E_000824,blade,blade,EQUIPMENT
E_000825,blank tube,blank tube,EQUIPMENT
E_000826,Blocked pipettes,blocked pipettes,EQUIPMENT
E_000827,Blood casts,blood casts,EQUIPMENT
E_000828,blood film,blood film,EQUIPMENT
E_000829,blood films,blood films,EQUIPMENT
E_000830,blood lancet,blood lancet,EQUIPMENT
E_000831,Blood lancets,blood lancets,EQUIPMENT
E_000832,blood pipette,blood pipette,EQUIPMENT
E_000833,bloodstained tubes,bloodstained tubes,EQUIPMENT
E_000834,blotting paper,blotting paper,EQUIPMENT
E_000835,Blunt forceps,blunt forceps,EQUIPMENT
E_000836,body tube,body tube,EQUIPMENT
E_000837,boiler,boiler,EQUIPMENT
E_000838,bottle,bottle,EQUIPMENT
E_000839,bottle containing glass beads,bottle containing glass beads,EQUIPMENT
E_000840,bottle of diluting fluid,bottle of diluting fluid,EQUIPMENT
E_000841,bottle of medium,bottle of medium,EQUIPMENT
E_000842,bottle or tube,bottle or tube,EQUIPMENT
E_000843,"Bottle, 2–5 ml","bottle, 2–5 ml",EQUIPMENT
E_000844,bottles,bottles,EQUIPMENT
E_000845,Bottles and test-tubes,bottles and test-tubes,EQUIPMENT
E_000846,bottles and tubes,bottles and tubes,EQUIPMENT
E_000847,bottles or test-tubes,bottles or test-tubes,EQUIPMENT
E_000848,bowl,bowl,EQUIPMENT
E_000849,bowl of water,bowl of water,EQUIPMENT
E_000850,bowl of weak detergent solution,bowl of weak detergent solution,EQUIPMENT
E_000851,Boxes with tightly fitting lids,boxes with tightly fitting lids,EQUIPMENT
E_000852,broad tweezers,broad tweezers,EQUIPMENT
E_000853,broken culture tubes,broken culture tubes,EQUIPMENT
E_000854,broken tube,broken tube,EQUIPMENT
E_000855,brown bottle,brown bottle,EQUIPMENT
E_000856,brown reagent bottle,brown reagent bottle,EQUIPMENT
E_000857,Bubo aspirates,bubo aspirates,EQUIPMENT
E_000858,bucket,bucket,EQUIPMENT
E_000859,buckets,buckets,EQUIPMENT
E_000860,bulb,bulb,EQUIPMENT
E_000861,Bunsen burner,bunsen burner,EQUIPMENT
E_000862,Bunsen burner (B),bunsen burner (b,EQUIPMENT
E_000863,Bunsen burner or spirit lamp,bunsen burner or spirit lamp,EQUIPMENT
E_000864,Bunsen flame,bunsen flame,EQUIPMENT
E_000865,burette,burette,EQUIPMENT
E_000866,Burettes,burettes,EQUIPMENT
E_000867,burner,burner,EQUIPMENT
E_000868,button,button,EQUIPMENT
E_000869,Bürker chamber,bürker chamber,EQUIPMENT
E_000870,cabinet,cabinet,EQUIPMENT
E_000871,Calibrated dropping pipettes,calibrated dropping pipettes,EQUIPMENT
E_000872,calibration curve,calibration curve,EQUIPMENT
E_000873,calibration graph,calibration graph,EQUIPMENT
E_000874,cap,cap,EQUIPMENT
E_000875,capillary bore,capillary bore,EQUIPMENT
E_000876,capillary pipette,capillary pipette,EQUIPMENT
E_000877,capillary tube,capillary tube,EQUIPMENT
E_000878,Capillary tubes,capillary tubes,EQUIPMENT
E_000879,Capillary tubes and rubber bulbs,capillary tubes and rubber bulbs,EQUIPMENT
E_000880,caps,caps,EQUIPMENT
E_000881,car batteries,car batteries,EQUIPMENT
E_000882,carbon brushes,carbon brushes,EQUIPMENT
E_000883,carbon dioxide incubators,carbon dioxide incubators,EQUIPMENT
E_000884,cardboard cartons,cardboard cartons,EQUIPMENT
E_000885,cartridge,cartridge,EQUIPMENT
E_000886,cartridges,cartridges,EQUIPMENT
E_000887,Cary–Blair transport medium,cary–blair transport medium,EQUIPMENT
E_000888,cast,cast,EQUIPMENT
E_000889,catheter,catheter,EQUIPMENT
E_000890,CATT,catt,EQUIPMENT
E_000891,cellophane,cellophane,EQUIPMENT
E_000892,cellophane strip,cellophane strip,EQUIPMENT
E_000893,central heating radiator,central heating radiator,EQUIPMENT
E_000894,centrifu,centrifu,EQUIPMENT
E_000895,Centrifugation,centrifugation,EQUIPMENT
E_000896,centrifuge,centrifuge,EQUIPMENT
E_000897,centrifuge buckets,centrifuge buckets,EQUIPMENT
E_000898,centrifuge head,centrifuge head,EQUIPMENT
E_000899,centrifuge tube,centrifuge tube,EQUIPMENT
E_000900,centrifuge tubes,centrifuge tubes,EQUIPMENT
E_000901,centrifuged CSF,centrifuged csf,EQUIPMENT
E_000902,centrifuges,centrifuges,EQUIPMENT
E_000903,Centrifuges1,centrifuges1,EQUIPMENT
E_000904,Centrifuges2,centrifuges2,EQUIPMENT
E_000905,Certain pieces of equipment,certain pieces of equipment,EQUIPMENT
E_000906,certain transport media,certain transport media,EQUIPMENT
E_000907,chamber,chamber,EQUIPMENT
E_000908,charge regulator,charge regulator,EQUIPMENT
E_000909,chart,chart,EQUIPMENT
E_000910,clamp,clamp,EQUIPMENT
E_000911,clean,clean,EQUIPMENT
E_000912,clean 100-ml bottle,clean 100-ml bottle,EQUIPMENT
E_000913,clean brown bottle,clean brown bottle,EQUIPMENT
E_000914,clean cork or rubber stopper,clean cork or rubber stopper,EQUIPMENT
E_000915,clean flask or bottle,clean flask or bottle,EQUIPMENT
E_000916,clean plastic container,clean plastic container,EQUIPMENT
E_000917,clean slide,clean slide,EQUIPMENT
E_000918,clean slides,clean slides,EQUIPMENT
E_000919,clean test-tube,clean test-tube,EQUIPMENT
E_000920,clean wide-mouthed bottles,clean wide-mouthed bottles,EQUIPMENT
E_000921,"clean, dry bottle","clean, dry bottle",EQUIPMENT
E_000922,"clean, dry container","clean, dry container",EQUIPMENT
E_000923,Cleaning slides,cleaning slides,EQUIPMENT
E_000924,clear 2-litre bottle,clear 2-litre bottle,EQUIPMENT
E_000925,closed container,closed container,EQUIPMENT
E_000926,cold-water tube,cold-water tube,EQUIPMENT
E_000927,colorimeter,colorimeter,EQUIPMENT
E_000928,column of granules,column of granules,EQUIPMENT
E_000929,column of plasma,column of plasma,EQUIPMENT
E_000930,commercial detergent,commercial detergent,EQUIPMENT
E_000931,Commercial kits,commercial kits,EQUIPMENT
E_000932,commercial serum-based standards,commercial serum-based standards,EQUIPMENT
E_000933,comparison chart,comparison chart,EQUIPMENT
E_000934,condenser,condenser,EQUIPMENT
E_000935,Condenser adjustment screw,condenser adjustment screw,EQUIPMENT
E_000936,condenser aperture,condenser aperture,EQUIPMENT
E_000937,condenser centring screws,condenser centring screws,EQUIPMENT
E_000938,condenser clamp screws,condenser clamp screws,EQUIPMENT
E_000939,conical centrifuge tube,conical centrifuge tube,EQUIPMENT
E_000940,Conical centrifuge tubes and large test-tubes,conical centrifuge tubes and large test-tubes,EQUIPMENT
E_000941,Conical centrifuge tubes or microhaematocrit capillary tubes,conical centrifuge tubes or microhaematocrit capillary tubes,EQUIPMENT
E_000942,conical flask,conical flask,EQUIPMENT
E_000943,Conical flask for urine collection,conical flask for urine collection,EQUIPMENT
E_000944,conical tube,conical tube,EQUIPMENT
E_000945,Conical tubes and test-tubes,conical tubes and test-tubes,EQUIPMENT
E_000946,conical-based container,conical-based container,EQUIPMENT
E_000947,container,container,EQUIPMENT
E_000948,container of methanol,container of methanol,EQUIPMENT
E_000949,container of water,container of water,EQUIPMENT
E_000950,containers,containers,EQUIPMENT
E_000951,Containers for stool specimens,containers for stool specimens,EQUIPMENT
E_000952,Containers for the collection of urine,containers for the collection of urine,EQUIPMENT
E_000953,Containers of infected material,containers of infected material,EQUIPMENT
E_000954,containers without lids,containers without lids,EQUIPMENT
E_000955,contaminated needles,contaminated needles,EQUIPMENT
E_000956,control,control,EQUIPMENT
E_000957,Control tube 13,control tube 13,EQUIPMENT
E_000958,Control tube 14,control tube 14,EQUIPMENT
E_000959,converter,converter,EQUIPMENT
E_000960,cooling chamber,cooling chamber,EQUIPMENT
E_000961,cooling column,cooling column,EQUIPMENT
E_000962,cooling tube,cooling tube,EQUIPMENT
E_000963,Copper or stainless steel alembics,copper or stainless steel alembics,EQUIPMENT
E_000964,copper or stainless steel stills,copper or stainless steel stills,EQUIPMENT
E_000965,cork borer,cork borer,EQUIPMENT
E_000966,Corresponding objectives,corresponding objectives,EQUIPMENT
E_000967,corresponding set of weights,corresponding set of weights,EQUIPMENT
E_000968,cotton wool,cotton wool,EQUIPMENT
E_000969,cotton wool ball,cotton wool ball,EQUIPMENT
E_000970,cotton wool swab,cotton wool swab,EQUIPMENT
E_000971,Cotton-wool plugs,cotton-wool plugs,EQUIPMENT
E_000972,counting chamber,counting chamber,EQUIPMENT
E_000973,coverslip,coverslip,EQUIPMENT
E_000974,Coverslips,coverslips,EQUIPMENT
E_000975,crates,crates,EQUIPMENT
E_000976,cross-beam,cross-beam,EQUIPMENT
E_000977,CSF,csf,EQUIPMENT
E_000978,culture media,culture media,EQUIPMENT
E_000979,cupboards,cupboards,EQUIPMENT
E_000980,cuvette,cuvette,EQUIPMENT
E_000981,cuvettes,cuvettes,EQUIPMENT
E_000982,cylinder,cylinder,EQUIPMENT
E_000983,damper,damper,EQUIPMENT
E_000984,dark bottle,dark bottle,EQUIPMENT
E_000985,dark-field condenser,dark-field condenser,EQUIPMENT
E_000986,dark-field microscope,dark-field microscope,EQUIPMENT
E_000987,dark-field microscopy,dark-field microscopy,EQUIPMENT
E_000988,deionizer,deionizer,EQUIPMENT
E_000989,desiccator,desiccator,EQUIPMENT
E_000990,detection strip,detection strip,EQUIPMENT
E_000991,dial,dial,EQUIPMENT
E_000992,diamond pencil,diamond pencil,EQUIPMENT
E_000993,diaphragm,diaphragm,EQUIPMENT
E_000994,Different types of containers,different types of containers,EQUIPMENT
E_000995,dipstick,dipstick,EQUIPMENT
E_000996,Dipstick tests,dipstick tests,EQUIPMENT
E_000997,dipsticks,dipsticks,EQUIPMENT
E_000998,direct microscopy,direct microscopy,EQUIPMENT
E_000999,dirty cuvettes,dirty cuvettes,EQUIPMENT
E_001000,dirty filters,dirty filters,EQUIPMENT
E_001001,Dirty glassware,dirty glassware,EQUIPMENT
E_001002,dirty pipettes,dirty pipettes,EQUIPMENT
E_001003,dish,dish,EQUIPMENT
E_001004,dispensary balance,dispensary balance,EQUIPMENT
E_001005,disposable plastic jars,disposable plastic jars,EQUIPMENT
E_001006,disposable specimen container,disposable specimen container,EQUIPMENT
E_001007,disposable tip,disposable tip,EQUIPMENT
E_001008,disposable tips,disposable tips,EQUIPMENT
E_001009,distributor,distributor,EQUIPMENT
E_001010,drainage tap,drainage tap,EQUIPMENT
E_001011,draining rack,draining rack,EQUIPMENT
E_001012,drawers,drawers,EQUIPMENT
E_001013,drop bottle,drop bottle,EQUIPMENT
E_001014,dropper,dropper,EQUIPMENT
E_001015,dropping pipette,dropping pipette,EQUIPMENT
E_001016,Dropping pipettes,dropping pipettes,EQUIPMENT
E_001017,drops of CSF,drops of csf,EQUIPMENT
E_001018,drug containers,drug containers,EQUIPMENT
E_001019,drum,drum,EQUIPMENT
E_001020,dry microscope slide,dry microscope slide,EQUIPMENT
E_001021,dry objective,dry objective,EQUIPMENT
E_001022,dry-heat sterilizer,dry-heat sterilizer,EQUIPMENT
E_001023,Dual-voltage equipment,dual-voltage equipment,EQUIPMENT
E_001024,Dual-voltage instruments,dual-voltage instruments,EQUIPMENT
E_001025,Each piece of electrical equipment,each piece of electrical equipment,EQUIPMENT
E_001026,ejector mechanism,ejector mechanism,EQUIPMENT
E_001027,electric centrifuge,electric centrifuge,EQUIPMENT
E_001028,Electric centrifuges,electric centrifuges,EQUIPMENT
E_001029,electric element,electric element,EQUIPMENT
E_001030,electric fan,electric fan,EQUIPMENT
E_001031,electric lamp,electric lamp,EQUIPMENT
E_001032,electrical equipment,electrical equipment,EQUIPMENT
E_001033,electricity supply,electricity supply,EQUIPMENT
E_001034,electronic counter system,electronic counter system,EQUIPMENT
E_001035,ELISA,elisa,EQUIPMENT
E_001036,empty bottles,empty bottles,EQUIPMENT
E_001037,empty tins,empty tins,EQUIPMENT
E_001038,Epithelial casts,epithelial casts,EQUIPMENT
E_001039,Equipment and supplies,equipment and supplies,EQUIPMENT
E_001040,Erlenmeyer flask,erlenmeyer flask,EQUIPMENT
E_001041,Erlenmeyer flasks,erlenmeyer flasks,EQUIPMENT
E_001042,examination request forms,examination request forms,EQUIPMENT
E_001043,extraction system,extraction system,EQUIPMENT
E_001044,eye shields,eye shields,EQUIPMENT
E_001045,eyedrop bottle,eyedrop bottle,EQUIPMENT
E_001046,eyepiece,eyepiece,EQUIPMENT
