relation_id,page_id,image_id,relation_type,pdf_page,printed_page,occurrence_index_on_page,xref,bbox_x0,bbox_y0,bbox_x1,bbox_y1,page_coverage
rel_page_image_000201,P_0106,img_000203,CONTAINS_IMAGE,106,94,1,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000202,P_0106,img_000203,CONTAINS_IMAGE,106,94,2,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000203,P_0106,img_000203,CONTAINS_IMAGE,106,94,3,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000204,P_0106,img_000203,CONTAINS_IMAGE,106,94,4,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000205,P_0106,img_000203,CONTAINS_IMAGE,106,94,5,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000206,P_0106,img_000203,CONTAINS_IMAGE,106,94,6,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000207,P_0106,img_000203,CONTAINS_IMAGE,106,94,7,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000208,P_0106,img_000203,CONTAINS_IMAGE,106,94,8,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000209,P_0106,img_000203,CONTAINS_IMAGE,106,94,9,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000210,P_0106,img_000203,CONTAINS_IMAGE,106,94,10,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000211,P_0106,img_000203,CONTAINS_IMAGE,106,94,11,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000212,P_0106,img_000203,CONTAINS_IMAGE,106,94,12,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000213,P_0106,img_000203,CONTAINS_IMAGE,106,94,13,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000214,P_0106,img_000203,CONTAINS_IMAGE,106,94,14,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000215,P_0106,img_000203,CONTAINS_IMAGE,106,94,15,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000216,P_0106,img_000203,CONTAINS_IMAGE,106,94,16,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000217,P_0106,img_000203,CONTAINS_IMAGE,106,94,17,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000218,P_0106,img_000203,CONTAINS_IMAGE,106,94,18,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000219,P_0106,img_000203,CONTAINS_IMAGE,106,94,19,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000220,P_0106,img_000203,CONTAINS_IMAGE,106,94,20,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000221,P_0106,img_000203,CONTAINS_IMAGE,106,94,21,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000222,P_0106,img_000203,CONTAINS_IMAGE,106,94,22,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000223,P_0106,img_000203,CONTAINS_IMAGE,106,94,23,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000224,P_0106,img_000203,CONTAINS_IMAGE,106,94,24,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000225,P_0106,img_000203,CONTAINS_IMAGE,106,94,25,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000226,P_0106,img_000203,CONTAINS_IMAGE,106,94,26,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000227,P_0106,img_000203,CONTAINS_IMAGE,106,94,27,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000228,P_0106,img_000203,CONTAINS_IMAGE,106,94,28,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000229,P_0106,img_000203,CONTAINS_IMAGE,106,94,29,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000230,P_0106,img_000203,CONTAINS_IMAGE,106,94,30,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000231,P_0106,img_000203,CONTAINS_IMAGE,106,94,31,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000232,P_0106,img_000203,CONTAINS_IMAGE,106,94,32,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000233,P_0106,img_000203,CONTAINS_IMAGE,106,94,33,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000234,P_0106,img_000203,CONTAINS_IMAGE,106,94,34,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000235,P_0106,img_000203,CONTAINS_IMAGE,106,94,35,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000236,P_0106,img_000203,CONTAINS_IMAGE,106,94,36,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000237,P_0106,img_000203,CONTAINS_IMAGE,106,94,37,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000238,P_0106,img_000203,CONTAINS_IMAGE,106,94,38,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000239,P_0106,img_000203,CONTAINS_IMAGE,106,94,39,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000240,P_0106,img_000203,CONTAINS_IMAGE,106,94,40,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000241,P_0106,img_000203,CONTAINS_IMAGE,106,94,41,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000242,P_0106,img_000203,CONTAINS_IMAGE,106,94,42,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000243,P_0106,img_000203,CONTAINS_IMAGE,106,94,43,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000244,P_0106,img_000203,CONTAINS_IMAGE,106,94,44,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000245,P_0106,img_000203,CONTAINS_IMAGE,106,94,45,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000246,P_0106,img_000203,CONTAINS_IMAGE,106,94,46,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000247,P_0106,img_000203,CONTAINS_IMAGE,106,94,47,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000248,P_0106,img_000203,CONTAINS_IMAGE,106,94,48,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000249,P_0106,img_000203,CONTAINS_IMAGE,106,94,49,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000250,P_0106,img_000203,CONTAINS_IMAGE,106,94,50,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000251,P_0106,img_000203,CONTAINS_IMAGE,106,94,51,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000252,P_0106,img_000203,CONTAINS_IMAGE,106,94,52,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000253,P_0106,img_000203,CONTAINS_IMAGE,106,94,53,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000254,P_0106,img_000203,CONTAINS_IMAGE,106,94,54,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000255,P_0106,img_000203,CONTAINS_IMAGE,106,94,55,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000256,P_0106,img_000203,CONTAINS_IMAGE,106,94,56,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000257,P_0106,img_000203,CONTAINS_IMAGE,106,94,57,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000258,P_0106,img_000203,CONTAINS_IMAGE,106,94,58,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000259,P_0106,img_000203,CONTAINS_IMAGE,106,94,59,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000260,P_0106,img_000203,CONTAINS_IMAGE,106,94,60,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000261,P_0106,img_000203,CONTAINS_IMAGE,106,94,61,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000262,P_0106,img_000203,CONTAINS_IMAGE,106,94,62,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000263,P_0106,img_000203,CONTAINS_IMAGE,106,94,63,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000264,P_0106,img_000203,CONTAINS_IMAGE,106,94,64,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000265,P_0106,img_000203,CONTAINS_IMAGE,106,94,65,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000266,P_0106,img_000203,CONTAINS_IMAGE,106,94,66,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000267,P_0106,img_000203,CONTAINS_IMAGE,106,94,67,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000268,P_0106,img_000203,CONTAINS_IMAGE,106,94,68,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000269,P_0106,img_000203,CONTAINS_IMAGE,106,94,69,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000270,P_0106,img_000203,CONTAINS_IMAGE,106,94,70,0,-1502.099976,1930.340088,-1494.419922,1937.060059,0.0001030155
rel_page_image_000271,P_0106,img_000203,CONTAINS_IMAGE,106,94,71,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000272,P_0106,img_000203,CONTAINS_IMAGE,106,94,72,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000273,P_0106,img_000203,CONTAINS_IMAGE,106,94,73,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000274,P_0106,img_000203,CONTAINS_IMAGE,106,94,74,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000275,P_0106,img_000203,CONTAINS_IMAGE,106,94,75,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000276,P_0106,img_000203,CONTAINS_IMAGE,106,94,76,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000277,P_0106,img_000203,CONTAINS_IMAGE,106,94,77,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000278,P_0106,img_000203,CONTAINS_IMAGE,106,94,78,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000279,P_0106,img_000203,CONTAINS_IMAGE,106,94,79,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000280,P_0106,img_000203,CONTAINS_IMAGE,106,94,80,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000281,P_0106,img_000203,CONTAINS_IMAGE,106,94,81,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000282,P_0106,img_000203,CONTAINS_IMAGE,106,94,82,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000283,P_0106,img_000203,CONTAINS_IMAGE,106,94,83,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000284,P_0106,img_000203,CONTAINS_IMAGE,106,94,84,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000285,P_0106,img_000203,CONTAINS_IMAGE,106,94,85,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000286,P_0106,img_000203,CONTAINS_IMAGE,106,94,86,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000287,P_0106,img_000203,CONTAINS_IMAGE,106,94,87,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000288,P_0106,img_000203,CONTAINS_IMAGE,106,94,88,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000289,P_0106,img_000203,CONTAINS_IMAGE,106,94,89,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000290,P_0106,img_000203,CONTAINS_IMAGE,106,94,90,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000291,P_0106,img_000203,CONTAINS_IMAGE,106,94,91,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000292,P_0106,img_000203,CONTAINS_IMAGE,106,94,92,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000293,P_0106,img_000203,CONTAINS_IMAGE,106,94,93,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000294,P_0106,img_000203,CONTAINS_IMAGE,106,94,94,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000295,P_0106,img_000203,CONTAINS_IMAGE,106,94,95,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000296,P_0106,img_000203,CONTAINS_IMAGE,106,94,96,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000297,P_0106,img_000203,CONTAINS_IMAGE,106,94,97,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000298,P_0106,img_000203,CONTAINS_IMAGE,106,94,98,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000299,P_0106,img_000203,CONTAINS_IMAGE,106,94,99,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000300,P_0106,img_000203,CONTAINS_IMAGE,106,94,100,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000301,P_0106,img_000203,CONTAINS_IMAGE,106,94,101,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000302,P_0106,img_000203,CONTAINS_IMAGE,106,94,102,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000303,P_0106,img_000203,CONTAINS_IMAGE,106,94,103,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000304,P_0106,img_000203,CONTAINS_IMAGE,106,94,104,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000305,P_0106,img_000203,CONTAINS_IMAGE,106,94,105,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000306,P_0106,img_000203,CONTAINS_IMAGE,106,94,106,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000307,P_0106,img_000203,CONTAINS_IMAGE,106,94,107,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000308,P_0106,img_000203,CONTAINS_IMAGE,106,94,108,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000309,P_0106,img_000203,CONTAINS_IMAGE,106,94,109,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000310,P_0106,img_000203,CONTAINS_IMAGE,106,94,110,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000311,P_0106,img_000203,CONTAINS_IMAGE,106,94,111,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000312,P_0106,img_000203,CONTAINS_IMAGE,106,94,112,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000313,P_0106,img_000203,CONTAINS_IMAGE,106,94,113,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000314,P_0106,img_000203,CONTAINS_IMAGE,106,94,114,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000315,P_0106,img_000203,CONTAINS_IMAGE,106,94,115,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000316,P_0106,img_000203,CONTAINS_IMAGE,106,94,116,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000317,P_0106,img_000203,CONTAINS_IMAGE,106,94,117,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000318,P_0106,img_000203,CONTAINS_IMAGE,106,94,118,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000319,P_0106,img_000203,CONTAINS_IMAGE,106,94,119,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000320,P_0106,img_000203,CONTAINS_IMAGE,106,94,120,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000321,P_0106,img_000203,CONTAINS_IMAGE,106,94,121,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000322,P_0106,img_000203,CONTAINS_IMAGE,106,94,122,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000323,P_0106,img_000203,CONTAINS_IMAGE,106,94,123,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000324,P_0106,img_000203,CONTAINS_IMAGE,106,94,124,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000325,P_0106,img_000203,CONTAINS_IMAGE,106,94,125,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000326,P_0106,img_000203,CONTAINS_IMAGE,106,94,126,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000327,P_0106,img_000203,CONTAINS_IMAGE,106,94,127,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000328,P_0106,img_000203,CONTAINS_IMAGE,106,94,128,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000329,P_0106,img_000203,CONTAINS_IMAGE,106,94,129,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000330,P_0106,img_000203,CONTAINS_IMAGE,106,94,130,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000331,P_0106,img_000203,CONTAINS_IMAGE,106,94,131,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000332,P_0106,img_000203,CONTAINS_IMAGE,106,94,132,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000333,P_0106,img_000203,CONTAINS_IMAGE,106,94,133,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000334,P_0106,img_000203,CONTAINS_IMAGE,106,94,134,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000335,P_0106,img_000203,CONTAINS_IMAGE,106,94,135,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000336,P_0106,img_000203,CONTAINS_IMAGE,106,94,136,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000337,P_0106,img_000203,CONTAINS_IMAGE,106,94,137,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000338,P_0106,img_000203,CONTAINS_IMAGE,106,94,138,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000339,P_0106,img_000203,CONTAINS_IMAGE,106,94,139,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000340,P_0106,img_000352,CONTAINS_IMAGE,106,94,140,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000341,P_0106,img_000640,CONTAINS_IMAGE,106,94,141,0,-1629.300049,2230.699951,-1621.619995,2237.419922,0.0001030155
rel_page_image_000342,P_0111,img_000706,CONTAINS_IMAGE,111,99,1,508,295.25,271.400024,501.899994,425.200012,0.063439922
rel_page_image_000343,P_0111,img_000538,CONTAINS_IMAGE,111,99,2,509,70.949997,247.800003,242.809998,426.100006,0.0611641722
rel_page_image_000344,P_0119,img_000670,CONTAINS_IMAGE,119,107,1,534,427.75,504.100006,547.51001,639.75,0.0324266844
rel_page_image_000345,P_0120,img_000418,CONTAINS_IMAGE,120,108,1,538,142.785294,622.685425,343.898895,747.234924,0.0499982004
rel_page_image_000346,P_0120,img_000565,CONTAINS_IMAGE,120,108,2,539,142.779907,622.680115,343.146484,747.240112,0.0498166837
rel_page_image_000347,P_0120,img_000461,CONTAINS_IMAGE,120,108,3,540,366.909912,646.194824,524.963196,749.114319,0.0324692391
rel_page_image_000348,P_0120,img_000602,CONTAINS_IMAGE,120,108,4,541,366.923401,646.179688,524.117981,749.129761,0.0323024283
rel_page_image_000349,P_0121,img_000463,CONTAINS_IMAGE,121,109,1,545,411.600006,99.300026,539.040039,178.150024,0.0200575788
rel_page_image_000350,P_0121,img_000432,CONTAINS_IMAGE,121,109,2,546,70.849998,651.200012,241.230011,756.5,0.0358111205
rel_page_image_000351,P_0121,img_000548,CONTAINS_IMAGE,121,109,3,547,51.400002,506.299988,258.51001,614.849976,0.0448747258
rel_page_image_000352,P_0121,img_000664,CONTAINS_IMAGE,121,109,4,548,308.265808,536.88031,531.255798,746.900208,0.0934795802
rel_page_image_000353,P_0121,img_000479,CONTAINS_IMAGE,121,109,5,549,399.004913,742.762146,421.803925,746.722534,0.000180229
rel_page_image_000354,P_0122,img_000414,CONTAINS_IMAGE,122,110,1,553,53.349998,99.300003,159.179993,223.5,0.0262362222
rel_page_image_000355,P_0122,img_000496,CONTAINS_IMAGE,122,110,2,554,57.0,266.299988,109.550003,393.549988,0.0133475476
rel_page_image_000356,P_0122,img_000376,CONTAINS_IMAGE,122,110,3,555,276.350006,553.350037,432.109985,652.450012,0.0308106153
rel_page_image_000357,P_0123,img_000113,CONTAINS_IMAGE,123,111,1,559,321.0,498.649994,538.660034,715.549988,0.0942343362
rel_page_image_000358,P_0124,img_000227,CONTAINS_IMAGE,124,112,1,563,108.189903,73.700806,543.900085,752.460083,0.5903158314
rel_page_image_000359,P_0125,img_000652,CONTAINS_IMAGE,125,113,1,567,70.849998,96.75,238.630005,234.0,0.0459646018
rel_page_image_000360,P_0125,img_000312,CONTAINS_IMAGE,125,113,2,568,295.100006,147.699997,417.76001,233.75,0.0210680726
rel_page_image_000361,P_0125,img_000691,CONTAINS_IMAGE,125,113,3,569,373.350006,559.450012,538.719971,728.900024,0.0559331374
rel_page_image_000362,P_0126,img_000176,CONTAINS_IMAGE,126,114,1,573,56.700001,283.100006,162.320007,344.399994,0.0129234219
rel_page_image_000363,P_0126,img_000198,CONTAINS_IMAGE,126,114,2,574,100.5,395.649994,167.480103,461.0,0.008737001
rel_page_image_000364,P_0126,img_000034,CONTAINS_IMAGE,126,114,3,575,54.150002,504.5,173.429993,589.200012,0.0201661045
rel_page_image_000365,P_0126,img_000242,CONTAINS_IMAGE,126,114,4,576,84.150002,640.850037,167.419998,714.200012,0.0121915651
rel_page_image_000366,P_0127,img_000061,CONTAINS_IMAGE,127,115,1,580,309.100006,313.599976,538.780029,626.549988,0.1434726563
rel_page_image_000367,P_0128,img_000747,CONTAINS_IMAGE,128,116,1,584,333.049988,104.800018,538.23999,451.850006,0.1421409366
rel_page_image_000368,P_0128,img_000584,CONTAINS_IMAGE,128,116,2,585,79.0,91.700012,295.470001,451.700012,0.1555504111
rel_page_image_000369,P_0129,img_000259,CONTAINS_IMAGE,129,117,1,589,393.75,99.0,538.969971,430.200012,0.096003625
rel_page_image_000370,P_0132,img_000645,CONTAINS_IMAGE,132,120,1,599,147.149994,121.150009,299.570007,362.100006,0.0733060575
rel_page_image_000371,P_0132,img_000676,CONTAINS_IMAGE,132,120,2,600,356.100006,99.300018,524.599976,362.100006,0.0883885705
rel_page_image_000372,P_0132,img_000620,CONTAINS_IMAGE,132,120,3,601,56.700001,396.399994,202.139999,464.799988,0.0198568734
rel_page_image_000373,P_0132,img_000588,CONTAINS_IMAGE,132,120,4,602,103.800003,499.0,202.220001,602.25,0.0202835682
rel_page_image_000374,P_0133,img_000524,CONTAINS_IMAGE,133,121,1,606,378.049988,99.299973,538.599976,258.849976,0.0511302642
rel_page_image_000375,P_0133,img_000302,CONTAINS_IMAGE,133,121,2,607,70.849998,573.299988,179.549988,727.299988,0.0334134381
rel_page_image_000376,P_0133,img_000017,CONTAINS_IMAGE,133,121,3,608,222.699997,621.200012,349.160004,727.200012,0.0267565435
rel_page_image_000377,P_0133,img_000507,CONTAINS_IMAGE,133,121,4,609,392.350006,578.400024,538.76001,727.450012,0.0435585725
rel_page_image_000378,P_0134,img_000466,CONTAINS_IMAGE,134,122,1,613,184.350006,91.400009,405.859985,219.450012,0.0566166062
rel_page_image_000379,P_0136,img_000351,CONTAINS_IMAGE,136,124,1,620,184.360001,92.480087,312.349915,229.73999,0.035066335
rel_page_image_000380,P_0137,img_000142,CONTAINS_IMAGE,137,125,1,624,334.75,97.599991,543.049988,197.299988,0.0414529395
rel_page_image_000381,P_0137,img_000090,CONTAINS_IMAGE,137,125,2,625,334.75,231.700012,484.75,367.950012,0.0407942274
rel_page_image_000382,P_0137,img_000296,CONTAINS_IMAGE,137,125,3,2157,70.849998,423.100006,207.420013,561.5,0.0377278773
rel_page_image_000383,P_0137,img_000642,CONTAINS_IMAGE,137,125,4,626,263.899994,430.75,395.200012,561.450012,0.0342540051
rel_page_image_000384,P_0144,img_000324,CONTAINS_IMAGE,144,132,1,648,261.653595,651.717896,296.346893,724.420715,0.0050346327
rel_page_image_000385,P_0144,img_000328,CONTAINS_IMAGE,144,132,2,649,261.657288,437.926636,296.350098,474.776215,0.0025517784
rel_page_image_000386,P_0144,img_000387,CONTAINS_IMAGE,144,132,3,650,261.658905,259.505615,296.352692,368.061615,0.0075175526
rel_page_image_000387,P_0144,img_000530,CONTAINS_IMAGE,144,132,4,651,466.410492,687.574219,501.103302,724.423828,0.0025517805
rel_page_image_000388,P_0144,img_000424,CONTAINS_IMAGE,144,132,5,652,466.413086,509.394623,501.105896,546.244202,0.0025517784
rel_page_image_000389,P_0144,img_000033,CONTAINS_IMAGE,144,132,6,653,466.415802,331.215027,501.108612,368.064606,0.0025517784
rel_page_image_000390,P_0144,img_000486,CONTAINS_IMAGE,144,132,7,654,466.418488,153.035461,501.111298,189.885071,0.0025517805
rel_page_image_000391,P_0144,img_000126,CONTAINS_IMAGE,144,132,8,655,149.822601,106.946579,487.283478,142.804871,0.0241537167
rel_page_image_000392,P_0144,img_000631,CONTAINS_IMAGE,144,132,9,656,483.392517,141.718506,484.857025,735.288086,0.0017351393
