chunk_id,page,tokens,text
T_00316,309,220,"is strongly fixed by iodine solution (Fig. 5.9 (b)). G Carbol fuchsin, neutral red or safranine solution (pink): — re-stains (pink) the bacteria discoloured by ethanol (Fig. 5.10 (a)) — has no effect on the other bacteria, which remain dark violet (Fig. 5.10 (b)). Fig. 5.7 Gram staining reaction: staining with crystal violet a: Gram-negative bacteria; b: Gram-positive bacteria. Fig. 5.8 Gram staining reaction: fixation using iodine a: Gram-negative bacteria; b: Gram-positive bacteria. Fig. 5.6 Fixing a smear over a flame Fig. 5.9 Gram staining reaction: decolorization with ethanol a: Gram-negative bacteria; b: Gram-positive bacteria. Fig. 5.10 Gram staining reaction: restaining with carbol fuchsin, neutral red or safranine solution a: Gram-negative bacteria; b: Gram-positive bacteria. (a) (a) (a) (a) (b)(b) (b) (b) <> 200 Manual of basic techniques for a health laboratory Materials and reagents G Microscope G Slide rack G Crystal violet, modified Hucker (reagent no. 18) G Lugol iodine, 0.1% solution (reagent no. 36) G Acetone–ethanol decolorizer (reagent no. 4) G Carbol fuchsin solution for Ziehl –Neelsen stain (reagent no. 16) (diluted 10fold with 95% ethanol), neutral red, 0.1% solution (reagent no. 40) or safranine solution (reagent no. 47). Method 1. Fix the smear as described in section 5.2.4. 2. Cover the smear with crystal violet stain for 60 seconds. 3. Wash off the stain with clean water."
T_00317,310,234,"18) G Lugol iodine, 0.1% solution (reagent no. 36) G Acetone–ethanol decolorizer (reagent no. 4) G Carbol fuchsin solution for Ziehl –Neelsen stain (reagent no. 16) (diluted 10fold with 95% ethanol), neutral red, 0.1% solution (reagent no. 40) or safranine solution (reagent no. 47). Method 1. Fix the smear as described in section 5.2.4. 2. Cover the smear with crystal violet stain for 60 seconds. 3. Wash off the stain with clean water. Drain the slide and cover the smear with iodine for 60 seconds. 4. Wash off the iodine with clean water. Decolorize rapidly with acetone –ethanol. Only 2–3 seconds are needed. 5. Cover the smear with carbol fuchsin for 2 minutes. 6. Wash off the stain with clean water and place the slide upright in a slide rack to drain and air-dry. Microscopic examination First examine the slide using the ¥ 40 objective to see how the smear is distributed and then use the ¥ 100 oil-immersion objective. Gram-positive organisms Gram-positive organisms appear dark purple (Fig. 5.11) (e.g. staphylococci, streptococci, micrococci, pneumococci, enterococci, diphtheria bacilli, anthrax bacilli). Fig. 5.12 Gram-negative organisms Fig. 5.11 Gram-positive organisms Gram-negative organisms Gram-negative organisms appear red (Fig. 5.12) (e.g. gonococci, meningococci, coliform bacilli, shigellae, salmonellae, cholera vibrios). Identification of specific organisms Candida albicans appears as large (2 –4mm in diameter) oval or round Grampositive spores (Fig 5.13(a)) with mycelium-like filaments of varying length with rounded ends (Fig."
T_00318,310,238,", streptococci, micrococci, pneumococci, enterococci, diphtheria bacilli, anthrax bacilli). Fig. 5.12 Gram-negative organisms Fig. 5.11 Gram-positive organisms Gram-negative organisms Gram-negative organisms appear red (Fig. 5.12) (e.g. gonococci, meningococci, coliform bacilli, shigellae, salmonellae, cholera vibrios). Identification of specific organisms Candida albicans appears as large (2 –4mm in diameter) oval or round Grampositive spores (Fig 5.13(a)) with mycelium-like filaments of varying length with rounded ends (Fig. 5.13(b)). “Actinomycetes” are seen as large granules, sometimes visible to the naked eye (white to yellow colour). The centre is Gram-negative, the periphery Grampositive (Fig. 5.14). They are found in pus from skin, sputum, etc. Fig. 5.13 Candida albicans <> 5. Bacteriology 201 Vincent ’s bacilli are seen as Gram-negative spirochaetes and fusiform rods (Fig. 5.15). No other bacteria should be reported as there are many commensal bacteria which may be confused with pathogens. Sources of error A false Gram-positive reaction may occur because: G The smear was fixed before it was dry. G The smear was too thick. G There was sediment in the bottle of crystal violet ( filter before using). G The iodine solution was not thoroughly washed off the slide. G The acetone–ethanol was not left on the slide long enough. G The carbol fuchsin (or safranine or neutral red) solution was too strong or left on the slide too long. A false Gram-negative reaction may occur because: G The iodine solution was not left on the slide long enough."
T_00319,311,266,"5.15). No other bacteria should be reported as there are many commensal bacteria which may be confused with pathogens. Sources of error A false Gram-positive reaction may occur because: G The smear was fixed before it was dry. G The smear was too thick. G There was sediment in the bottle of crystal violet ( filter before using). G The iodine solution was not thoroughly washed off the slide. G The acetone–ethanol was not left on the slide long enough. G The carbol fuchsin (or safranine or neutral red) solution was too strong or left on the slide too long. A false Gram-negative reaction may occur because: G The iodine solution was not left on the slide long enough. G The acetone–ethanol was left on too long or not washed off properly. 5.3.2 Staining with Albert stain (for the detection of Corynebacterium diphtheriae) If diphtheria is suspected a sputum smear should be stained with Albert stain. This stain is used to show the dark-staining volutin granules that appear in Corynebacterium diphtheriae bacilli (see Fig. 5.16). Materials and reagents G Microscope G Slide rack G Albert stain (reagent no. 7). Method 1. Fix the smear as described in section 5.2.4. 2. Cover the smear with Albert stain for 3 –5 minutes. 3. Wash off the stain with clean water and place the slide upright in a slide rack to drain and air-dry. Fig. 5.14 “Actinomycetes” Fig. 5.15 Vincent’s bacilli Fig. 5.16 Corynebacterium diphtheriae C. diphtheriae rods may be arranged in rows (a) or in V-formation (b) or joined at angles, giving the appearance of Chinese characters (c)."
T_00320,311,278,"Microscope G Slide rack G Albert stain (reagent no. 7). Method 1. Fix the smear as described in section 5.2.4. 2. Cover the smear with Albert stain for 3 –5 minutes. 3. Wash off the stain with clean water and place the slide upright in a slide rack to drain and air-dry. Fig. 5.14 “Actinomycetes” Fig. 5.15 Vincent’s bacilli Fig. 5.16 Corynebacterium diphtheriae C. diphtheriae rods may be arranged in rows (a) or in V-formation (b) or joined at angles, giving the appearance of Chinese characters (c). <> 202 Manual of basic techniques for a health laboratory Microscopic examination First examine the slide using the ¥ 40 objective to see how the smear is distributed and then use the ¥ 100 oil-immersion objective. Corynebacterium diphtheriae appears as green rods (Fig. 5.16) containing green – black volutin granules. The rods may be arranged in rows (a) or in V-formation (b), or joined at angles, giving the appearance of Chinese characters (c). The presence of slender rods containing volutin granules is suf ficient evidence for starting treatment for diphtheria. If diphtheria is suspected, a specimen should be sent to the bacteriology laboratory for culture (see section 5.4.4). 5.3.3 Staining with Ziehl–Neelsen stain (for the detection of acid-fast bacilli) Ziehl–Neelsen stain is used to identify mycobacteria and oocysts of Cryptosporidium spp. (see section 4.3.2, page 123). Principle When mycobacteria and oocysts of Cryptosporidium spp. are stained with a hot strong solution of carbol fuchsin, they resist decolorization with a solution of acid or acid–ethanol and stain red. Tissues and other organisms are decolorized by the acid–ethanol solution and are demonstrated by a counterstain such as methylene blue, which stains them blue."
T_00321,312,265,"5.3.3 Staining with Ziehl–Neelsen stain (for the detection of acid-fast bacilli) Ziehl–Neelsen stain is used to identify mycobacteria and oocysts of Cryptosporidium spp. (see section 4.3.2, page 123). Principle When mycobacteria and oocysts of Cryptosporidium spp. are stained with a hot strong solution of carbol fuchsin, they resist decolorization with a solution of acid or acid–ethanol and stain red. Tissues and other organisms are decolorized by the acid–ethanol solution and are demonstrated by a counterstain such as methylene blue, which stains them blue. Mycobacterium leprae and oocysts of Cryptosporidium spp. only resist decolorization with weak solutions of acid or acid–ethanol. They are demonstrated using the modified Ziehl–Neelsen technique (T able 5.1). Mycobacterium spp. and oocysts of Cryptosporidium spp. are referred to as “acidfast” due to their resistance to decolorization with acid solution. They do not stain well with Gram stain or simple stains such as methylene blue. Materials and reagents G Microscope G Spirit lamp or Bunsen burner G Slide rack G Forceps G Carbol fuchsin solution for Ziehl–Neelsen stain (reagent no. 16) (filtered before use) Table 5.1 Organisms stained by Ziehl – Neelsen stain Sample Organism Sputum M. tuberculosis M. bovis Skin M. leprae M. ulcerans Urine M. tuberculosis M. bovis Stool Cryptosporidium spp. Gastric lavage M. tuberculosis M. bovis <> 5. Bacteriology 203 Table 5.2 Reporting the number of acid-fast bacilli present Number of acid-fast bacilli present per Result microscope fi eld < 0.1 (< 10 per 100 fields) Specify number present per 100 fields 0.1–1 (10–100 per 100 fields) + 1–10 ++ > 10 +++ G Acid–ethanol for Ziehl–Neelsen stain (reagent no."
T_00322,313,266,"M. tuberculosis M. bovis Skin M. leprae M. ulcerans Urine M. tuberculosis M. bovis Stool Cryptosporidium spp. Gastric lavage M. tuberculosis M. bovis <> 5. Bacteriology 203 Table 5.2 Reporting the number of acid-fast bacilli present Number of acid-fast bacilli present per Result microscope fi eld < 0.1 (< 10 per 100 fields) Specify number present per 100 fields 0.1–1 (10–100 per 100 fields) + 1–10 ++ > 10 +++ G Acid–ethanol for Ziehl–Neelsen stain (reagent no. 5) G Malachite green, 1% solution (see reagent no. 31), diluted 1:1 with distilled water, or methylene blue solution (reagent no. 39). Method 1. Fix the smear as described in section 5.2.4. 2. Cover the smear with filtered carbol fuchsin stain. Using forceps, gently heat the slide over a spirit lamp or Bunsen burner until the stain starts to evaporate (at about 60 °C — do not overheat). 3. Leave the stain on the slide for 5 minutes. 4. Wash off the stain with clean water and cover the smear with acid –ethanol for 5 minutes or until the smear is pale pink. 5. Wash the slide well in clean water and cover the smear with malachite green or methylene blue for 1–2 minutes. 6. Wash off the stain with clean water and place the slide upright in a slide rack to drain and air-dry. Do not blot the smear. Microscopic examination Examine the slide under the microscope; first use the ¥ 40 objective to see how the smear is distributed. Then systematically examine the slide with the ¥ 100 oilimmersion objective to look for acid-fast bacilli (red bacilli)."
T_00323,314,301,"for 5 minutes. 4. Wash off the stain with clean water and cover the smear with acid –ethanol for 5 minutes or until the smear is pale pink. 5. Wash the slide well in clean water and cover the smear with malachite green or methylene blue for 1–2 minutes. 6. Wash off the stain with clean water and place the slide upright in a slide rack to drain and air-dry. Do not blot the smear. Microscopic examination Examine the slide under the microscope; first use the ¥ 40 objective to see how the smear is distributed. Then systematically examine the slide with the ¥ 100 oilimmersion objective to look for acid-fast bacilli (red bacilli). Examine the slide from end to end in steps until the whole smear is covered. Count the number of acid-fast bacilli present per microscope field (or per 100 microscope fields, if very few acid-fast bacilli are present). Before moving to another slide, wipe the objective clean with lens tissue to prevent transfer of acid-fast bacilli to another slide. If red bacilli can be seen, report as “acid-fast bacilli present”. Report the numbers of acid-fast bacilli present as described in T able 5.2. If no acid-fast bacilli are seen, report as “no acid-fast bacilli found ”. 5.3.4 Staining with Wayson stain (for the detection of Yersinia pestis) Wayson stain is used to identify Y ersinia pestis in bubo aspirates (see section 5.10). Materials and reagents G Microscope G Slide rack G 70% Methanol G Wayson stain (reagent no. 63). <> 204 Manual of basic techniques for a health laboratory Method 1. Fix the smear with methanol for 2 minutes. 2. Cover the smear with Wayson stain for 15 seconds. 3. Wash the slide in clean water and place it upright in a slide rack to drain and airdry."
T_00324,315,277,"-fast bacilli found ”. 5.3.4 Staining with Wayson stain (for the detection of Yersinia pestis) Wayson stain is used to identify Y ersinia pestis in bubo aspirates (see section 5.10). Materials and reagents G Microscope G Slide rack G 70% Methanol G Wayson stain (reagent no. 63). <> 204 Manual of basic techniques for a health laboratory Method 1. Fix the smear with methanol for 2 minutes. 2. Cover the smear with Wayson stain for 15 seconds. 3. Wash the slide in clean water and place it upright in a slide rack to drain and airdry. Microscopic examination First examine the slide using the ¥ 40 objective to check the distribution of the material and then use the ¥ 100 oil-immersion objective. Y ersinia pestis appears as bipolar organisms which stain blue with pink ends. 5.3.5 Staining with Loeffl er methylene blue (for the detection of Bacillus anthracis) Loeffler methylene blue is used to stain Bacillus anthracis , which causes anthrax (see section 5.11). Note: Anthrax is a highly contagious disease. Gloves and protective clothing should therefore be worn when specimens suspected of being infected with anthrax are handled. The staining procedure should be carried out in a safety cabinet. Fig. 5.17 Bacillus anthracis Materials and reagents G Microscope G Slide rack G Potassium permanganate, 4% solution (reagent no. 46) G Loeffler methylene blue (reagent no. 35). Method 1. Cover the slide with potassium permanganate for 10 minutes. 2. Wash the slide in clean water and cover the smear with Loeffler methylene blue for 1 minute. 3. Wash off the stain with clean water and place the slide upright in a slide rack to drain and air-dry."
T_00325,316,294,"therefore be worn when specimens suspected of being infected with anthrax are handled. The staining procedure should be carried out in a safety cabinet. Fig. 5.17 Bacillus anthracis Materials and reagents G Microscope G Slide rack G Potassium permanganate, 4% solution (reagent no. 46) G Loeffler methylene blue (reagent no. 35). Method 1. Cover the slide with potassium permanganate for 10 minutes. 2. Wash the slide in clean water and cover the smear with Loeffler methylene blue for 1 minute. 3. Wash off the stain with clean water and place the slide upright in a slide rack to drain and air-dry. Microscopic examination First examine the slide using the ¥ 40 objective and then use the ¥ 100 oil-immersion objective. Bacillus anthracis appears as large blue rods surrounded by a mauve capsule; the bacilli appear in chains (Fig. 5.17). 5.4 Examination of sputum specimens and throat swabs The presence of pathogenic organisms is revealed by microscopic examination of sputum specimens and throat swabs. The organisms include: G Bacteria: Gram-positive and Gram-negative acid-fast bacilli. G Fungi or yeasts: filaments of mycelium with or without pores. They may be pathogenic or saprophytes that have multiplied in the sample after collection (correct identification by a specialized laboratory necessary). G Actinomycetes: granules, see page 200. <> 5. Bacteriology 205 G Parasites: eggs of pulmonary flukes and, very rarely, eggs of schistosomes and adult worms of Mammomonogamus laryngeus . Culture is often necessary for the identi fication of the infective agents. 5.4.1 Materials and reagents G Microscope G Microscope slides G Wide-necked, leakproof containers for sputum specimens, such as jars or stiff paper boxes (see section 2.5.5) G Sterile cotton wool swabs G Tongue depressor or spatula G Test-tubes G Sodium chloride crystals G N-cetylpyridinium chloride G Distilled water."
T_00326,317,286,"see page 200. <> 5. Bacteriology 205 G Parasites: eggs of pulmonary flukes and, very rarely, eggs of schistosomes and adult worms of Mammomonogamus laryngeus . Culture is often necessary for the identi fication of the infective agents. 5.4.1 Materials and reagents G Microscope G Microscope slides G Wide-necked, leakproof containers for sputum specimens, such as jars or stiff paper boxes (see section 2.5.5) G Sterile cotton wool swabs G Tongue depressor or spatula G Test-tubes G Sodium chloride crystals G N-cetylpyridinium chloride G Distilled water. If possible, sterile cotton wool swabs should be prepared at a central-level laboratory; otherwise, the following technique may be used. 1. Prepare some thin sticks of wood (or aluminium wire), 18cm long and 2mm in diameter. Prepare strips of cotton wool, 6cm long by 3cm wide and as thin as possible. 2. Roll the cotton wool round one end of the stick (or wire). 3. Mould the swab into a conical shape. 4. Place in a glass test-tube. Plug with non-absorbent cotton wool. Sterilize (see section 3.5.5). 5.4.2 Method Collection of specimens Sputum specimens Sputum specimens should be collected early in the morning. 1. Ask the patient to take a deep breath and then cough deeply, spitting what he or she brings up into the container (Fig. 5.18). Secure the top and label the container with the name and number of the patient. Check that a sufficient amount of sputum has been produced. 2. If the specimen is to be dispatched to a laboratory for culture of Mycobacterium tuberculosis (see section 5.4.4), ask the patient to expectorate directly into a wide-mouthed, screw-topped jar containing 25ml of the following solution: N-cetylpyridinium chloride 5 g Sodium chloride 10g Distilled water to 1000ml."
T_00327,318,264,"early in the morning. 1. Ask the patient to take a deep breath and then cough deeply, spitting what he or she brings up into the container (Fig. 5.18). Secure the top and label the container with the name and number of the patient. Check that a sufficient amount of sputum has been produced. 2. If the specimen is to be dispatched to a laboratory for culture of Mycobacterium tuberculosis (see section 5.4.4), ask the patient to expectorate directly into a wide-mouthed, screw-topped jar containing 25ml of the following solution: N-cetylpyridinium chloride 5 g Sodium chloride 10g Distilled water to 1000ml. Screw on the top and label the jar with the patient’s name and the date of collection of the specimen (see section 3.7.1). Important: Liquid frothy saliva and secretions from the nose and pharynx are not suitable for bacteriological examination. Ask the patient to produce another specimen. Fig. 5.18 Collecting a sputum sample <> 206 Manual of basic techniques for a health laboratory Throat specimens 1. Using a tongue depressor or a spatula to press the tongue down (Fig. 5.19), examine the back of the throat. 2. Look carefully for signs of in flammation and any exudate, pus, membraneous deposits or ulcers. 3. Use a sterile cotton wool swab to swab the infected area. Take care not to contaminate the swab with saliva. Return the swab to the sterile test-tube. Preparation of slides Prepare two smears from each of the specimens (see section 5.2.3). Stain one smear with Albert stain (see section 5.3.2) and the other with Ziehl –Neelsen stain (see section 5.3.3)."
T_00328,319,255,"spatula to press the tongue down (Fig. 5.19), examine the back of the throat. 2. Look carefully for signs of in flammation and any exudate, pus, membraneous deposits or ulcers. 3. Use a sterile cotton wool swab to swab the infected area. Take care not to contaminate the swab with saliva. Return the swab to the sterile test-tube. Preparation of slides Prepare two smears from each of the specimens (see section 5.2.3). Stain one smear with Albert stain (see section 5.3.2) and the other with Ziehl –Neelsen stain (see section 5.3.3). 5.4.3 Microscopic examination Examine the sputum with the naked eye and then by microscopy. The sputum of a person suffering from a bacterial infection usually contains: — thick mucus with air bubbles — threads of fibrin — patches of pus — occasional brownish streaks of blood. After visual inspection report the appearance of the sputum as: — purulent: greenish, containing pus; — mucopurulent: greenish, containing both pus and mucus; — mucoid: containing mostly mucus; — mucosalivary: containing mucus with a small amount of saliva. If there is blood present, this must also be reported. A sputum sample composed mostly of saliva will not be useful either for culture or for direct examination. Examine the smear stained with Albert stain as described in section 5.3.2. If green rods containing green-black volutin granules (see Fig. 5.16) are seen, report as “Corynebacterium diphtheriae present”. Examine the smear stained with Ziehl–Neelsen stain as described in section 5.3.3. If red bacilli can be seen, report as “acid-fast bacilli present”."
T_00329,319,267,"mucus; — mucosalivary: containing mucus with a small amount of saliva. If there is blood present, this must also be reported. A sputum sample composed mostly of saliva will not be useful either for culture or for direct examination. Examine the smear stained with Albert stain as described in section 5.3.2. If green rods containing green-black volutin granules (see Fig. 5.16) are seen, report as “Corynebacterium diphtheriae present”. Examine the smear stained with Ziehl–Neelsen stain as described in section 5.3.3. If red bacilli can be seen, report as “acid-fast bacilli present”. Report the numbers of acid-fast bacilli present as described in Table 5.2. If no acid-fast bacilli are seen, report as “no acid-fast bacilli found ”. 5.4.4 Dispatch of specimens for culture1 Sputum specimens Sputum specimens are sent to a bacteriology laboratory for culture of Mycobacterium tuberculosis , antimicrobial susceptibility testing and inoculation into guinea-pigs. The specimen should be collected in a transport medium as described in section 5.4.2 and dispatched immediately to the laboratory. Maximum preservation time: 10 days. Fig. 5.19 Examining the back of the throat 1 See also section 3.7.1. <> 5. Bacteriology 207 Throat specimens For routine investigation As soon as the specimen has been collected, replace the swab in the sterile test-tube (see section 5.4.2) and send it immediately to the bacteriology laboratory. For confi rmation of Corynebacterium diphtheriae infection If diphtheria is suspected, the specimen should be sent in a sterile tube containing coagulated serum (which must be stored in a refrigerator). Rub the swab over the slanted surface of the serum, starting from the bottom and not applying pressure (Fig."
T_00330,320,264,"5.19 Examining the back of the throat 1 See also section 3.7.1. <> 5. Bacteriology 207 Throat specimens For routine investigation As soon as the specimen has been collected, replace the swab in the sterile test-tube (see section 5.4.2) and send it immediately to the bacteriology laboratory. For confi rmation of Corynebacterium diphtheriae infection If diphtheria is suspected, the specimen should be sent in a sterile tube containing coagulated serum (which must be stored in a refrigerator). Rub the swab over the slanted surface of the serum, starting from the bottom and not applying pressure (Fig. 5.20). Send the same day. Maximum preservation time: 24 hours. For detection of meningococci This is seldom necessary, except for epidemiological surveys aimed at identifying carriers of meningococci. If possible, use a transport medium such as Stuart transport medium, modified (reagent no. 56). Rub the swab over the surface of the medium from one side of the bottle to the other, starting from the bottom (Fig. 5.21). Send the same day. Maximum preservation time: 3 days. Fig. 5.20 Dispatching throat specimens in coagulated serum Fig. 5.21 Dispatching throat specimens in Stuart transport medium 5.5 Examination of urogenital specimens for gonorrhoea 5.5.1 Materials and reagents G Microscope G Microscope slides G Bottle, 100ml G Pasteur pipette G Cotton wool G Amies transport medium (reagent no. 9). 5.5.2 Method Collection of specimens From male patients 1. If possible collect the specimen first thing in the morning before the patient passes urine. <> 208 Manual of basic techniques for a health laboratory 2. Clean around the urethral opening with sterile saline."
T_00331,322,278,"days. Fig. 5.20 Dispatching throat specimens in coagulated serum Fig. 5.21 Dispatching throat specimens in Stuart transport medium 5.5 Examination of urogenital specimens for gonorrhoea 5.5.1 Materials and reagents G Microscope G Microscope slides G Bottle, 100ml G Pasteur pipette G Cotton wool G Amies transport medium (reagent no. 9). 5.5.2 Method Collection of specimens From male patients 1. If possible collect the specimen first thing in the morning before the patient passes urine. <> 208 Manual of basic techniques for a health laboratory 2. Clean around the urethral opening with sterile saline. 3. Apply gentle pressure on the penis so that a drop of pus appears on the meatus; if no pus appears, gently massage the urethra from above downwards. 4. Collect a sample of the pus using a sterile cotton wool swab on a stick (see section 5.4.1). Insert the swab into a small bottle containing Amies transport medium. Cut the stick to allow the top to be tightened (Fig. 5.22). 5. Use another swab to collect a drop of the pus for Gram staining (see section 5.3.1). From female patients The specimen should be taken from the cervical canal by a physician or specialist nurse. In cases of chronic gonorrhoea, the specimen should be taken just before or just after the menstrual period. Preparation of slides Prepare a smear from each of the specimens. Leave the smears to air-dry and then stain with Gram stain (see section 5.3.1). 5.5.3 Microscopic examination Microscopic examination is of great value in the diagnosis of gonorrhoea in males: it is much less so in females. Culture is therefore necessary to isolate and identify the gonococci in specimens from females."
T_00332,323,259,"collect a drop of the pus for Gram staining (see section 5.3.1). From female patients The specimen should be taken from the cervical canal by a physician or specialist nurse. In cases of chronic gonorrhoea, the specimen should be taken just before or just after the menstrual period. Preparation of slides Prepare a smear from each of the specimens. Leave the smears to air-dry and then stain with Gram stain (see section 5.3.1). 5.5.3 Microscopic examination Microscopic examination is of great value in the diagnosis of gonorrhoea in males: it is much less so in females. Culture is therefore necessary to isolate and identify the gonococci in specimens from females. Examine the slides using the ¥ 100 oil-immersion objective. Pay particular attention to the edges of the smears, where the elements are spread more thinly and are easier to see and the stain is less concentrated. Fig. 5.23 Gonococci and pus cells a: Intracellular gonococci; b: extracellular gonococci. Fig. 5.22 Transferring a urogenital specimen to Amies transport medium Pus cells Pus cells have a pink nucleus and a colourless cytoplasm. The nucleus may appear degenerated. Gonococci Gonococci appear as Gram-negative diplococci (in pairs) (Fig. 5.23 (a)). Cocci appear oval and kidney-shaped. Extracellular Gram-negative diplococci (Fig. 5.23 (b)) should also be reported. A presumptive diagnosis of gonorrhoea can be made if Gram-negative intracellular diplococci are seen in smears from male patients. Extracellular Gram-negative diplococci may be seen if the pus cells are damaged. Report as: — Gram-negative intracellular diplococci present; — Gram-negative extracellular diplococci present; — no Gram-negative diplococci found."
T_00333,323,246,"nucleus may appear degenerated. Gonococci Gonococci appear as Gram-negative diplococci (in pairs) (Fig. 5.23 (a)). Cocci appear oval and kidney-shaped. Extracellular Gram-negative diplococci (Fig. 5.23 (b)) should also be reported. A presumptive diagnosis of gonorrhoea can be made if Gram-negative intracellular diplococci are seen in smears from male patients. Extracellular Gram-negative diplococci may be seen if the pus cells are damaged. Report as: — Gram-negative intracellular diplococci present; — Gram-negative extracellular diplococci present; — no Gram-negative diplococci found. <> 5. Bacteriology 209 Other bacteria that cause infections in male patients Numbers of the following may occasionally be seen in smears of urethral pus: — Gram-positive cocci (e.g. staphylococci); — Gram-positive bacilli (e.g. diphtheria bacilli); — Gram-negative bacilli (e.g. coliform bacilli). These organisms are described in section 5.3.1. Other bacteria that cause infections in female patients All kinds of organisms are found in the smears, particularly: — Gram-positive bacilli; — Gram-negative cocci (saprophytes). 5.5.4 Dispatch of specimens for culture1 Using Stuart transport medium Sending the specimen in Stuart transport medium, modified (reagent no. 56) is the best method, if the medium can be obtained from a specialized laboratory. It is usually supplied in 30-ml flat bottles that contain 8ml of solid medium (along one side of the bottle) and are filled with a mixture of air (90%) and carbon dioxide (10%). Round bottles may also be used. The bottle should remain open for as short a time as possible to prevent the escape of gas. Method 1."
T_00334,324,295,"kinds of organisms are found in the smears, particularly: — Gram-positive bacilli; — Gram-negative cocci (saprophytes). 5.5.4 Dispatch of specimens for culture1 Using Stuart transport medium Sending the specimen in Stuart transport medium, modified (reagent no. 56) is the best method, if the medium can be obtained from a specialized laboratory. It is usually supplied in 30-ml flat bottles that contain 8ml of solid medium (along one side of the bottle) and are filled with a mixture of air (90%) and carbon dioxide (10%). Round bottles may also be used. The bottle should remain open for as short a time as possible to prevent the escape of gas. Method 1. Place the bottle of medium upright. Collect the pus specimen on a swab as described in section 5.5.2. Unscrew the bottle cap. 2. Holding the bottle as upright as possible (to prevent the gas escaping), rub the swab of pus over the whole surface of the solid medium, from one side of the bottle to the other, starting from the bottom (see Fig. 5.22). 3. Replace the cap on the bottle at once. Dispatch the bottle (at ambient temperature) immediately. Maximum preservation time: 3 days, but the shorter the delay the better. This transport medium is also suitable for meningococci. Using a Pasteur pipette Method 1. Collect the pus specimen on a sterile cotton wool swab as described in section 5.5.2. 2. Draw the pus specimen into a sterile Pasteur pipette plugged with cotton wool. 3. Place the pipette in a sterile test-tube, padded and plugged with cotton wool, as shown in Fig. 5.24. Maximum preservation time: 6 hours (at ambient temperature). 5.6 Examination of genital specimens for syphilis Syphilis is a sexually transmitted disease caused by Treponema pallidum and occurs in three clinical stages."
T_00335,324,270,"days, but the shorter the delay the better. This transport medium is also suitable for meningococci. Using a Pasteur pipette Method 1. Collect the pus specimen on a sterile cotton wool swab as described in section 5.5.2. 2. Draw the pus specimen into a sterile Pasteur pipette plugged with cotton wool. 3. Place the pipette in a sterile test-tube, padded and plugged with cotton wool, as shown in Fig. 5.24. Maximum preservation time: 6 hours (at ambient temperature). 5.6 Examination of genital specimens for syphilis Syphilis is a sexually transmitted disease caused by Treponema pallidum and occurs in three clinical stages. 1 See also section 3.7.1. Fig. 5.24 Dispatching urogenital specimens in a Pasteur pipette <> 210 Manual of basic techniques for a health laboratory The primary stage is characterized by a painless genital ulcer (syphilitic chancre), sometimes with enlargement of the lymph nodes in certain regions of the body. The chancre heals spontaneously, even when untreated. In some patients the disease progresses to the secondary stage . The secondary stage results in: — skin rash — mouth ulcers — genital warts — generalized enlargement of lymph nodes. The tertiary stage is very rare and is characterized by central nervous system involvement and cardiac disease. Secondary or tertiary syphilis may be transmitted to a fetus in utero (congenital syphilis). Yaws Y aws is caused by a non-venereal treponeme ( Treponema pertenue) and occurs in humid tropical climates. It is characterized by granular papillomas on the skin. T . pallidum and T . pertenue are delicate, tightly-coiled spirochaetes measuring 6 – 12mm ¥ 0.2 mm. They are indistinguishable under the microscope."
T_00336,325,279,"stage results in: — skin rash — mouth ulcers — genital warts — generalized enlargement of lymph nodes. The tertiary stage is very rare and is characterized by central nervous system involvement and cardiac disease. Secondary or tertiary syphilis may be transmitted to a fetus in utero (congenital syphilis). Yaws Y aws is caused by a non-venereal treponeme ( Treponema pertenue) and occurs in humid tropical climates. It is characterized by granular papillomas on the skin. T . pallidum and T . pertenue are delicate, tightly-coiled spirochaetes measuring 6 – 12mm ¥ 0.2 mm. They are indistinguishable under the microscope. It is necessary to inspect samples suspected of being infected with spirochaetes by dark-field microscopy as they do not stain easily for viewing by transmitted light. 5.6.1 Materials and reagents G Microscope with dark-field attachment G Microscope slides G Coverslips G Gloves G Gauze G Sterile lancet or scalpel G Sodium chloride, 0.85% solution (reagent no. 53). 5.6.2 Method Collection of specimens Important: G Wear protective gloves for this procedure. G The chancre area should be clear of any ointment before attempting to collect the specimens. Fig. 5.25 Collecting a chancre specimen 1. Collect the chancre specimen with gauze moistened with sodium chloride solution. 2. If there is no obvious serous fluid, gently scrape the edge of the ulcer with a sterile lancet or the flat edge of a scalpel blade (Fig. 5.25). Do not draw blood. 3. Compress the ulcer gently with a gauze pad. 4. Using a coverslip, collect a drop of the serous exudate and invert it immediately onto a slide. <> 5. Bacteriology 211 5.6.3 Microscopic examination Examine the slide using the dark- field microscope."
